id,name,date,genre,rating,minute,actors,theme
1000074,Titanic,1997,Drama|Romance,3.81,194,Leonardo DiCaprio|Kate Winslet|Billy Zane|Kathy Bates|Frances Fisher|Gloria Stuart|Victor Garber|Bill Paxton|Bernard Hill|David Warner|Jonathan Hyde|Lewis Abernathy|Suzy Amis|Nicholas Cascone|Danny Nucci|Jason Barry|Lew Palter|Eric Braeden|Ewan Stewart|Bernard Fox|Ioan Gruffudd|Jonny Phillips|Edward Fletcher|Scott G. Anderson|Martin East|Gregory Cooke|Alexandrea Owens|Seth Adkins|Michael Ensign|Anatoly M. Sagalevitch|Martin Hub|Mark Lindsay Chapman|Richard Graham|Paul Brightwell|Craig Kelly|Ron Donachie|Charlotte Chatton|Fannie Brett|Jenette Goldstein|Camilla Overbye Roos|Linda Kerns|Amy Gaipa|Martin Jarvis|Rosalind Ayres|Rochelle Rose|Jonathan Evans-Jones|Rocky Taylor|Liam Tuohy|Simon Crane|James Lancaster|Elsa Raven|Reece P. Thompson III|Laramie Landis|Mark Rafael Truitt|John Walcutt|Terry Forrestal|Derek Lea|Richard Ashton|Sean Nepita|Brendan Connolly|David Cronnelly|Garth Wilton|Richard Fox|Nick Meaney|Kevin Owers|Mark Capri|Marc Cass|Paul Herbert|Emmett James|Chris Byrne|Oliver Page|James Garrett|Erik Holland|Jari Kinnunen|Anders Falk|Barry Dennen|Vern Urich|Rebecca Klingler|Tricia O'Neil|Kathleen S. Dunn|Romeo Francis|Mandana Marino|Van Ling|Bj������rn Olsen|Dan Pettersson|Shay Duffin|Greg Ellis|Diana Morgan|Kris Andersson|Bobbie Bates|Aaron James Cash|Anne Fletcher|Edmond Alan Forsyth|Andie Hicks|Scott Hislop|Stan Mazin|Lisa Ratzin|Julene Renee|Brian Walsh|Alexandra Boyd|James Cameron|Mike Butters|Bruno Campolo|Kevin De La Noy|Tony Kenny|Sean Lawlor|Don Lynch|Johnny Martin|Ryan McClurkin|Meghan McLeod|Mike O'Neal|Phil Parlapiano|Steven Quale|R. Gern Trowbridge|Olivia Rosewood|John Slade|Brian McDermott|B,Moving relationship stories|Humanity and the world around us|Epic history and literature|Disastrous voyages and heroic survival|Passion and romance|Touching and sentimental family stories|Powerful stories of heartbreak and suffering|Emotional teen coming-of-age stories
1000075,Challengers,2024,Drama|Romance,4.06,132,Zendaya|Mike Faist|Josh O'Connor|Darnell Appling|Bryan Doo|Shane T Harris|Nada Despotovich|Joan Mcshane|Chris Fowler|Mary Joe Fern������ndez|A.J. Lister|Connor Aulson|Doria Bramante|Christine Dye|James Sylva|Kenneth A. Osherow|Kevin Collins|Burgess Byrd|Jason Tong|Hudson Rivera|Noah Eisenberg|Emma Davis|Naheem Garcia|Alex Bancila|Jake Jensen|Konrad Ryba|Hailey Gates|Andrew Rogers|Beverly Kristenson Helton|Brad Gilbert|Sam Xu,Moving relationship stories|Erotic relationships and desire|Underdog fighting and boxing stories|Passion and romance
1000076,Drive,2011,Thriller|Drama|Crime,3.94,100,Ryan Gosling|Carey Mulligan|Bryan Cranston|Albert Brooks|Oscar Isaac|Christina Hendricks|Ron Perlman|Kaden Leos|Jeff Wolfe|James Biberi|Russ Tamblyn|Joe Bucaro III|Tiara Parker|Tim Trella|Jimmy Hart|Tina Huang|Andy San Dimas|John Pyper-Ferguson|Craig Baxley Jr|Kenny Richards|Joe Pingue|Dieter Busch|Chris Muto|Rachel Dik|Cesar Garcia|Steven Knoll|Mara LaFontaine|Teonee Thrash|Ralph Lawler|Rio Ahn|Laurene Landon,"Crime, drugs and gangsters|High speed and special ops|Moving relationship stories|Adrenaline-fueled action and fast cars|Heists and thrilling action|Gritty crime and ruthless gangsters|Violent action, guns, and crime|Brutal, violent prison drama"
1000077,Donnie Darko,2001,Fantasy|Mystery|Drama,3.97,114,"Jake Gyllenhaal|Jena Malone|James Duval|Drew Barrymore|Beth Grant|Maggie Gyllenhaal|Mary McDonnell|Holmes Osborne|Noah Wyle|Katharine Ross|Patrick Swayze|Daveigh Chase|Arthur Taxier|David St. James|Patience Cleveland|Jazzie Mahannah|Jolene Purdy|David Moreland|Kristina Malota|Marina Malota|Scotty Leavenworth|Phyllis Lyons|Gary Lundy|Alex Greenwald|Stuart Stone|Joan Blair|Seth Rogen|Mark Hoffman|Jerry Trainor|Tom Tangen|Carly Naples|Lisa K. Wyatt|Rachel Winfree|Ashley Tisdale|Tiler Peck|Fran Kranz|Sarah Hudson|Alison Jones|Lee Weaver|Jack Salvatore, Jr.","Humanity and the world around us|Underdogs and coming of age|Intense violence and sexual transgression|Surreal and thought-provoking visions of life and death|Dreamlike, quirky, and surreal storytelling|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Gothic and eerie haunting horror"
1000078,(500) Days of Summer,2009,Romance|Comedy|Drama,3.66,95,Joseph Gordon-Levitt|Zooey Deschanel|Geoffrey Arend|Chlo������ Grace Moretz|Matthew Gray Gubler|Clark Gregg|Patricia Belcher|Rachel Boston|Minka Kelly|Charles Walker|Ian Reed Kesler|Darryl Alan Reed|Valente Rodriguez|Yvette Nicole Brown|Nicole Vicius|Natalie Boren|Maile Flanagan|Darryl Sivad|Gregory A. Thompson|Michael Bodie|John Mackie|Jacob Stroop|Kevin Michael|Sid Wilner|Richard McGonagle|Jean-Paul Vignon|Bryan Anthony|Sybil Azur|Cheryl Baxter|Gustavo Carr|John R. Corella|Nadine Ellis|Alejandro Estornel|Nathaniel Flatt|Reshma Gajjar|Tiffany Granath|Jennifer Hamilton|Brandon Henschel|Michael Higgins|Kenneth Hughes|Alexandra Nicole Hulme|John Jacquet Jr.|Jennifer Lee Keyes|Tim Lacatena|Rebecca Lin|Gelsey Weiss|Katie Malia|Anthony Marciona|Christopher Martinez|Vivian Nixon|Tracy Phillips|Nathan Prevost|Jamie Shea|Ryan Thomas|Christian Vincent|Jull Weber|Adam Emery|Olivia Howard Bagg|Chris Connell|Samantha Krutzfeldt|Jason Robinson|Kathryn Weisbeck|Eileen ������lvarez|Jennifer Hetrick|Pre,Relationship comedy|Moving relationship stories|Humanity and the world around us|Crude humor and satire|Song and dance|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Captivating relationships and charming romance|Touching and sentimental family stories|Quirky and endearing relationships
1000079,Inside Out,2015,Comedy|Family|Animation|Adventure|Drama,3.82,95,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling|Richard Kind|Kaitlyn Dias|Diane Lane|Kyle MacLachlan|Bobby Moynihan|Paula Poundstone|Paula Pell|Dave Goelz|Frank Oz|Josh Cooley|Flea|John Ratzenberger|Carlos Alazraqui|Peter Sagal|Rashida Jones|Lori Alan|Gregg Berger|Veronika Bonell|John Cygan|Laraine Newman|Mary Gibbs,Humanity and the world around us|Moving relationship stories|Kids' animated fun and adventure|Adorable animals and heartwarming families|Emotional and touching family dramas|Touching and sentimental family stories|Powerful stories of heartbreak and suffering
1000080,Anatomy of a Fall,2023,Mystery|Crime|Thriller,4.15,152,Sandra H������ller|Swann Arlaud|Milo Machado-Graner|Antoine Reinartz|Samuel Theis|Jehnny Beth|Saadia Benta������eb|Camille Rutherford|Anne Rotger|Sophie Filli������res|Julien Comte|Pierre-Fran������ois Garel|Savannah Rol|Ili������s Kadri|Vincent Courcelle-Labrousse|C������cile Brunet-Ludet|Nesrine Slaoui|Antoine Bueno|Anne-Lise Heimburger|Wajdi Mouawad|Sacha Wolff|Kareen Guiock|Arthur Harari|Marie Brette|Christophe Devaux|Jefferson Desport|Nola Jolly|Emmanuelle Jourdan|Isaac Abballah|Judica������l Ajorque|Nicholas Angelo|Marie-Laure Aumis|Laura Balasuriya|Alexandre Bertrand|Jean-Pierre Bertrand|C������cilia Bongiovanni-Lefebvre|Jean-Claude Calbet|Florent Chasseloup|Sandrine Chastagnol|Betty Desmier|Just,"Moving relationship stories|Thrillers and murder mysteries|Humanity and the world around us|Suspenseful crime thrillers|Enduring stories of family and marital drama|Gripping, intense violent crime|Heartbreaking and moving family drama|Intriguing and suspenseful murder mysteries"
1000081,Up,2009,Animation|Adventure|Family|Comedy,4.09,96,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo|Jerome Ranft|John Ratzenberger|David Kaye|Elie Docter|Jeremy Leary|Mickie McGowan|Danny Mann|Donald Fullilove|Jess Harnell|Josh Cooley|Pete Docter|Mark Andrews|Bob Bergen|Brenda Chapman|Emma Coats|John Cygan|Paul Eiding|Tony Fucile|Teresa Ganzel|Sherry Lynn|Laraine Newman|Teddy Newton|Jeff Pidgeon|Valerie LaPointe|Jan Rabson|Bob Scott,Moving relationship stories|Humanity and the world around us|Crude humor and satire|Epic heroes|Kids' animated fun and adventure|Adorable animals and heartwarming families|Fairy-tale fantasy and enchanted magic|Emotional and captivating fantasy storytelling|Holiday joy and heartwarming Christmas
1000082,Star Wars,1977,Adventure|Action|Science Fiction,4.17,121,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness|Anthony Daniels|Kenny Baker|Peter Mayhew|David Prowse|James Earl Jones|Phil Brown|Shelagh Fraser|Jack Purvis|Alex McCrindle|Eddie Byrne|Drewe Henley|Denis Lawson|Garrick Hagon|Jack Klaff|William Hootkins|Angus MacInnes|Jeremy Sinden|Graham Ashley|Don Henderson|Richard LeParmentier|Leslie Schofield|Michael Leader|David Ankrum|Scott Beach|Lightning Bear|Jon Berg|Doug Beswick|Paul Blake|Janice Burchette|Ted Burnett|John Chapman|Gilda Cohen|Tim Condren|Barry Copping|Alfie Curtis|Robert Davies|Maria De Aragon|Robert A. Denham|Frazer Diamond|Peter Diamond|Warwick Diamond|Sadie Eden|Kim Falkinburg|Harry Fielder|Ted Gagliano|Salo Gardner|Steve Gawley|Barry Gnome|Rusty Goffe|Isaac Grand|Reg Harding|Alan Harris|Frank Henson|Arthur Howell|Tommy Ilsley|Joe Johnston|Annette Jones|Linda Jones|Joe Kaye|Colin Michael Kitchens|Melissa Kurtz|Tiffany Hillkurtz|Al Lampert|Anthony Lang|Laine Liska|Derek Lyons|Mahjoub|Alf Mangan|Grant McCune|Geoffrey Moon|Mandy Morton|Lorne Peterson|Marcus Powell|Shane Rimmer|Pam Rose|George Roubicek|Erica Simmons|Angela Staines|George Stock|Roy Straite|Peter Sturgeon|Peter Sumner|John Sylla|Tom Sylla|Malcolm Tierney|Phil Tippett|Burnell Tucker|Morgan Upton|Jerry Walter|Hal Wamsley|Diana Sadley Way|Bill Weston|Fred Wood|Colin Higgins|Ron Tarr|Anthony Forrest|Frances Alfred Basil Tomlin|John Cannon|Larry Ward|Scott Schumann,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Humanity and the world around us|Action-packed space and alien sagas|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Thought-provoking sci-fi action and future technology|Emotional and captivating fantasy storytelling"
1000083,Avatar: The Way of Water,2022,Action|Adventure|Science Fiction,3.61,192,Sam Worthington|Zoe Salda������a|Sigourney Weaver|Stephen Lang|Kate Winslet|Cliff Curtis|Joel David Moore|CCH Pounder|Edie Falco|Jemaine Clement|Giovanni Ribisi|Britain Dalton|Jamie Flatters|Trinity Bliss|Jack Champion|Brendan Cowell|Bailey Bass|Filip Geljo|Duane Evans Jr.|Dileep Rao|Matt Gerald|Robert Okumu|Jennifer Stafford|Keston John|Kevin Dorman|Alicia Vela-Bailey|Sean Anthony Moran|Andrew Arrabito|Johnny Alexander|Kim Do|Victor T. Lopez|Maria Walker|Phil Brown|Jocelyn Christian|Joel Tobeck|Moana Ete|Phil Peleton|Jamie Landau|Jim Moore|Benjamin Hoetjes|Nikita Tu Bryant|Anthony Ahern|Shane Rangi|Rick Lucas|Tanya Drewery|Ava Diakhaby|Isaac Te Reina|Eric Farmer|Philip Mtambo|Daniel Lough|Cruz Moir|Alex Lucas|Scarlett Fernandez|Chloe Coleman|Jeremy Irwin|Jake,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Superheroes in action-packed battles with villains|Thought-provoking sci-fi action and future technology|Epic adventure and breathtaking battles|Emotional and captivating fantasy storytelling|Action-packed space and alien sagas"
1000084,Guardians of the Galaxy Vol. 3,2023,Action|Adventure|Science Fiction,3.96,150,Chris Pratt|Zoe Salda������a|Dave Bautista|Karen Gillan|Pom Klementieff|Vin Diesel|Bradley Cooper|Sean Gunn|Chukwudi Iwuji|Will Poulter|Maria Bakalova|Elizabeth Debicki|Sylvester Stallone|Austin Freeman|Stephen Blackehart|Terence Rosemore|Sarah Alami|Jasmine Munoz|Giovannie Cruz|Nico Santos|Miriam Shor|Noa Raskin|Linda Cardellini|Asim Chaudhry|Mikaela Hoover|Judy Greer|Reinaldo Faberlle|Tara Strong|Jared Leland Gore|Michael Rosenbaum|Elan Gale|Molly C. Quinn|Gerardo Davila|Dee Bradley Baker|Hanna Pak|Jennifer Holland|Nathan Fillion|Kyle Mclean|Benjamin Byron Davis|Tiffany Smith|Joe Daru|Daniela Melchior|Jonathan Mercedes|Jonathan Fritschi|Diego Ward|Max Bickelhaup|Renae Moneymaker|Alexis Hadesty|Tara Warren|Candi VandiZandi|Grecia Balboa|Caleb Spillyards|Darla Delgado|Michelle Civile|Ken Lyle|Elodie Clarke|John William Wright|Autumn Griffin|Skylar Huntley|Randy Havens|Dane DiLiegro|Kai Zen|Sarah Anne|Yael Ocasio|Adelynn Spoon|Henry Heffernan|Brooklyn Skye Oliver|Scarlett Blum|Baby Dro|Emery Grilli|Lloyd Kaufman|Seth Green|Christopher Fairbank|Rhett Miller|Natalia Safran|Murphy Weed|Michael Rooker|James Gunn|Pete Davidson|Jessica Fontaine|Karen Abercrombie|Gregg Henry|Adriana Leonard|Bonnie Discepolo|Clare Grant|Grace Gunn|Will Gunn|Brandon Morales|Christina R Gregg,Epic heroes|Moving relationship stories|Crude humor and satire|Superheroes in action-packed battles with villains|Emotional and captivating fantasy storytelling|Action comedy and silly heroics|Powerful stories of heartbreak and suffering|Kids' animated fun and adventure
1000085,Spider-Man: Homecoming,2017,Action|Drama|Adventure|Science Fiction,3.47,133,Tom Holland|Michael Keaton|Robert Downey Jr.|Marisa Tomei|Jon Favreau|Gwyneth Paltrow|Zendaya|Donald Glover|Jacob Batalon|Laura Harrier|Tony Revolori|Bokeem Woodbine|Tyne Daly|Abraham Attah|Hannibal Buress|Kenneth Choi|Selenis Leyva|Angourie Rice|Martin Starr|Garcelle Beauvais|Michael Chernus|Michael Mando|Logan Marshall-Green|Jennifer Connelly|Gary Weeks|Christopher Berry|Jorge Lendeborg Jr.|Tunde Adebimpe|Tiffany Espensen|Isabella Amara|Michael Barbieri|Josie Totah|Hemky Madera|Zach Cherry|Kirk R. Thatcher|Yu Lew|Sondra James|Bob Adrian|Gary Richardson|Stan Lee|Joe Hang|Wayne P������re|Chris Evans|Alexa Laraki|Liza Fagin|Kerry Condon|John Penick|Ethan Dizon|Amy Hill|Miles Mussenden|Martha Kelly|Kevin LaRosa Jr.|Ren Colley|Jennifer Kim|Ari Groover|Louis Gonzalez|Stewart Steinberg|Andy Powers|Omar Capra|Nitin Nohria|Vince Foster|Brian Schaeffer|Chris Adams|Maiya Boyd|Rebeca Donovan|Elli|Nickolas Wolf|Jaine Ye|Gina Cordan|Friday Chamberlain|Dante Brattelli|Melissa Kay Glaze|Donald K. Overstreet|Hal Scroggins III|Marmee Regine Cosico|Harrison Osterfield|Chris Silcox|Clam Sepulveda|Wesley Kuykendoll|Cassidy Alexandra Kahler,Epic heroes|Underdogs and coming of age|Superheroes in action-packed battles with villains|Action comedy and silly heroics|Explosive and action-packed heroes vs. villains|Teen school antics and laughter
1000086,Us,2019,Thriller|Horror,3.65,116,Lupita Nyong'o|Winston Duke|Shahadi Wright Joseph|Evan Alex|Tim Heidecker|Elisabeth Moss|Cali Sheldon|Noelle Sheldon|Yahya Abdul-Mateen II|Anna Diop|Madison Curry|Duke Nicholson|Napiera Groves|Kara Hayward|Lon Gowan|Alan Frazier|Dustin Ybarra|Nathan Harrington|Darrel Cherney|James Cobb|Alessandro Garcia|David M Sandoval Jr.|Ashley McKoy|Jordan Peele,"Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Twisted dark psychological thriller|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror|Gory, gruesome, and slasher horror"
1000087,Mean Girls,2004,Comedy|Drama,3.83,97,Lindsay Lohan|Rachel McAdams|Lizzy Caplan|Lacey Chabert|Amanda Seyfried|Daniel Franzese|Jonathan Bennett|Rajiv Surendra|Tim Meadows|Tina Fey|Ana Gasteyer|Neil Flynn|Amy Poehler|Ky Pham|Dwayne Hill|Diego Klattenhoff|Alexandra Stapley|Laura de Carteret|Molly Shanahan|Elana Shilling|Graham Kartna|Ely Henry|David Aherne|Ayo Agbonkpolo|Jonathan Malen|Jeff Moser|Danielle Nguyen|Miranda Edwards|Les Porter|Eve Crawford|Jack Newman|Michelyn Emelle|Bathsheba Garnett|Daniel DeSanto|Alisha Morrison|Chris Anton|Jan Caruana|Wai Choy|Julia Chantrey|Jacky Chamberlain|Olympia Lukis|Stefanie Drummond|Kristen Bone|Jessie Wright|Tyson Fennell|Stephan Dickson|Andreja Punkris|Noelle Boggio|Jordan Dawe|Nicole Crimi|Erin Norah Thompson|Dan Willmott|Michelle Hoffman|Valerie Casault|Sharron Matthews|Bruce Hunter|Jo Chim|Randi Lee Butcher|Erin Jarvis|Kaylen Christensen|Jill Morrison|David Sazant|Clare Preuss|Megan Millington|Tara Shelley|Shannon Todd|David Reale|Krysta Carter,"Underdogs and coming of age|Crude humor and satire|Teen school antics and laughter|Funny jokes and crude humor|Student coming-of-age challenges|Amusing jokes and witty satire|Gags, jokes, and slapstick humor"
1000088,Top Gun: Maverick,2022,Action|Drama,3.99,131,Tom Cruise|Val Kilmer|Miles Teller|Jennifer Connelly|Bashir Salahuddin|Jon Hamm|Charles Parnell|Monica Barbaro|Lewis Pullman|Jay Ellis|Danny Ramirez|Glen Powell|Jack Schumacher|Manny Jacinto|Kara Wang|Greg Tarzan Davis|Jake Picking|Raymond Lee|Jean Louisa Kelly|Lyliana Wray|Ed Harris|Chelsea Harris|Darnell Kirkwood|Austin Bowerman|Stephanie Andrea Barron|Alec Williams|Rachel Winfree|Peter Mark Kendall|Ian Gary|Bob Stephenson|Landon Gordon|Margaret Strabala|Ryan Heilmann|Shantel Limbo|James Handy|Whylip Lee|Tristan Henry|Jason Robert Boles|Brian Ferguson|Chido Nwokocha|Chaz Ingram|Rachael Markarian|Shannon Kane|Norman Ralph Eliasen|Tommy Kijas,Moving relationship stories|Adrenaline-fueled action and fast cars|Air pilot heroism and survival|Bravery in War|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains
1000089,Soul,2020,Family|Animation|Comedy|Fantasy,3.94,101,Jamie Foxx|Tina Fey|Graham Norton|Rachel House|Alice Braga|Richard Ayoade|Phylicia Rash������d|Donnell Rawlings|Questlove|Angela Bassett|Cora Champommier|Margo Hall|Daveed Diggs|Rhodessa Jones|Wes Studi|Sakina Jaffrey|Fortune Feimster|Calum Grant|Laura Mooney|Zenobia Shroff|June Squibb|Ochuwa Oghie|Jeannie Tirado|Cathy Cavadini|Dorian Lockett|Doris Burke|Ronnie del Carmen|Esther K. Chae|���,Humanity and the world around us|Moving relationship stories|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families|Powerful stories of heartbreak and suffering|Touching and sentimental family stories|Captivating relationships and charming romance
1000090,Back to the Future,1985,Comedy|Science Fiction|Adventure,4.2,116,"Michael J. Fox|Christopher Lloyd|Crispin Glover|Lea Thompson|Claudia Wells|Thomas F. Wilson|Marc McClure|Wendie Jo Sperber|George DiCenzo|Frances Lee McCain|Billy Zane|J.J. Cohen|Casey Siemaszko|James Tolkan|Harry Waters, Jr.|Donald Fullilove|Lisa Freeman|Cristen Kauffman|Elsa Raven|Will Hare|Ivy Bethune|Jason Marin|Katherine Britton|Jason Hervey|Maia Brewton|Courtney Gains|Richard L. Duran|Jeff O'Haco|Johnny Green|Jamie Abbott|Norman Alden|Read Morgan|Sachi Parker|Robert Krantz|Gary Riley|Karen Petrasek|George Buck Flower|Tommy Thomas|Granville 'Danny' Young|David Harold Brown|Lloyd L. Tolbert|Paul Hanson|Lee Brownfield|Robert DeLapp|Tony Pope|Charles L. Campbell|Huey Lewis|Hal Gausman|Deborah Harmon|Arthur Tovey|Tom Tangen|Tom Willett","Crude humor and satire|Underdogs and coming of age|Relationship comedy|Teen school antics and laughter|Quirky and endearing relationships|Kids' animated fun and adventure|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements"
1000091,GoodFellas,1990,Drama|Crime,4.48,145,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino|Frank Sivero|Tony Darrow|Mike Starr|Frank Vincent|Chuck Low|Frank DiLeo|Henny Youngman|Gina Mastrogiacomo|Catherine Scorsese|Charles Scorsese|Suzanne Shepherd|Debi Mazar|Margo Winkler|Welker White|Jerry Vale|Julie Garfield|Christopher Serrone|Elaine Kagan|Beau Starr|Kevin Corrigan|Michael Imperioli|Robbie Vinton|Johnny Williams|Daniel P. Conte|Tony Conforti|Frank Pellegrino|Ronald Maccone|Tony Sirico|Joseph D'Onofrio|Steve Forleo|Richard Dioguardi|Frank Adonis|John Manca|Joseph Bono|Katherine Wallach|Mark Jacobs|Angela Pietropinto|Marianne Leone Cooper|Marie Michaels|LoNardo|Melissa Prophet|Illeana Douglas|Susan Varon|Elizabeth Whitcraft|Clem Caserta|Samuel L. Jackson|Fran McGee|Paul Herman|Edward McDonald|Edward Hayes|Daniela Barbosa|Gina Mattia|Joel Calendrillo|Anthony Valentin|Edward D. Murphy|Michael Citriniti|Peter Hock|Erasmus C. Alfano|John Di Benedetto|Manny Alfaro|Thomas Lowry|Margaret Smith|Richard Mullally|Frank Albanese|Paul McIsaac|Bob Golub|Louis Eppolito|Tony Lip|Mikey Black|Peter Cicale|Anthony Powers|Vincent Pastore|Anthony Alessandro|Victor Colicchio|Mike Contessa|Philip Suriano|Paul Mougey|Norman Barbera|Anthony Polemeni|James Quattrochi|Lawrence Sacco|Dino Laudicina|Thomas E. Camuti|Andrew Scudiero|Irving Welzer|Jesse Kirtzman|Russell Halley|Spencer Bradley|Bob Altman|Joanna Bennett|Gayle Lewis|Gaetano Lisi|Luke Walter|Ed Deacy|Larry Silvestri|John 'Cha Cha' Ciarcia|Vito Picone|Janis Corsair|Lisa D���������Apolito|Frank Aquilino|Michael Calandrino|Vito Antuofermo|Vito Balsamo|Peter Fain|Vincent Gallo|Gaetano LoGiudice|Garry Pastore|Nicole Burdette|Stella Keitel|Dominique DeVito|Michaelangelo Graziano|Paula Kcira|Nadine Kay|Tony Ellis|Peter Onorati|Jamie deRoy|Joel Blake|H. Clay Dear|Thomas Hewson|Gene Canfield|Margaux Guerard|Violet Gaynor|Tobin Bell|Berlinda Tolbert|Nancy Cassaro|Adam Wandt|Joe Gioco|Isiah Whitlock Jr.|Alyson Jones|Ruby Gaynor|Bo Dietl|Frank Cassini|Anthony Caso|Lisa B,"Crime, drugs and gangsters|Intense violence and sexual transgression|Gritty crime and ruthless gangsters|Violent crime and drugs|Violent action, guns, and crime|Heists and thrilling action|Brutal, violent prison drama"
1000092,The Lighthouse,2019,Horror|Drama|Thriller|Fantasy,4.04,109,Robert Pattinson|Willem Dafoe|Valeriia Karaman|Logan Hawkes|Kyla Nicolle|Shaun Clarke|Pierre Richard|Preston Hudson|Jeff Cruts,"Horror, the undead and monster classics|Intense violence and sexual transgression|Humanity and the world around us|Dreamlike, quirky, and surreal storytelling|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror|Surreal and thought-provoking visions of life and death|Twisted dark psychological thriller"
1000093,The Hunger Games,2012,Fantasy|Science Fiction|Adventure,3.66,142,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks|Lenny Kravitz|Stanley Tucci|Donald Sutherland|Wes Bentley|Toby Jones|Alexander Ludwig|Isabelle Fuhrman|Amandla Stenberg|Willow Shields|Sandra Ellis Lafferty|Paula Malcomson|Rhoda Griffis|Sandino Moya-Smith|Raiko Bowman|Dwayne Boyd|Anthony Reynolds|Judd Lormand|Kimiko Gelman|Nelson Ascencio|Brooke Bundy|Dayo Okeniyi|Leven Rambin|Jack Quaid|Latarsha Rose|Ian Nelson|Kalia Prescott|Ethan Jamieson|Jacqueline Emerson|Mackenzie Lintz|Imanol Yepez-Frias|Annie Thurman|Dakota Hood|Amber Chaney|Karan Kendrick|Shane Bissell|Kate Kneeland|Steve Coulter|Sharon Conley|Tim Taylor|John Ross|Phillip Troy Linger|Julie Ivey|Mark Meekins|Jeremy Marinas|Bill Bennett,Moving relationship stories|Intense violence and sexual transgression|Epic heroes|Student coming-of-age challenges
1000094,Howl's Moving Castle,2004,Fantasy|Adventure|Animation,4.32,119,Chieko Baisho|Takuya Kimura|Akihiro Miwa|Tatsuya Gash������in|Ryunosuke Kamiki|Mitsunori Isaki|Yo Oizumi|Akio Otsuka|Daijir������ Harada|Haruko Kat������|Makoto Yasumura|Manabu Muraji|Keiko Tsukamoto|Tsuzuki Kayako|Seiji Sasaki|Hiroshi Takahashi|Mayuno Yasokawa|Rio Kanno|Kojiro Takahashi|Akiyoshi Sakurai|Momoko Kurita|Mina Meguro|Yasuhiro Ohara|Akio Tanaka|Rina Yamada|Tomoe Hanba|Naoto Kaji|Teruo Seki|Shinobu Katabuchi|Masako Inui|Yohei Ohbayashi|Takeshi Miyajima|Yukiko Mizuochi|Maki Koizumi|Nobito Nishioka|Teppei Akashi|Reiko Onishi|Yumiko Ogata|Hiroyuki Kamikawaji|Tomohiko Kiyota|Kaori Kaneko|Aiko Nakajima|Jun Kuwahara|Yuta Kobayashi|Yuko Nomura|Tamayo Fukushi|Atsushi Takeya|Yoshifumi Nakagawa|Hiroki Tanaka|Yohei Matsukado|Akane Fujisaki|Izumi Matsuoka|Tomonori Yanagibashi|Ken Yasuda,"Humanity and the world around us|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Surreal and thought-provoking visions of life and death|Dreamlike, quirky, and surreal storytelling|Captivating relationships and charming romance"
1000095,Little Miss Sunshine,2006,Drama|Comedy,4.17,102,Greg Kinnear|Toni Collette|Steve Carell|Paul Dano|Abigail Breslin|Alan Arkin|Bryan Cranston|Beth Grant|Wallace Langham|Matt Winston|Julio Oscar Mechoso|Marc Turtletaub|Jill Talley|Brenda Canela|Chuck Loring|Justin Shilton|Gordon Thomson|Steven Christopher Parker|John Walcutt|Paula Newsome|Dean Norris|Lauren Shiohama|Mary Lynn Rajskub|Jerry Giles|Geoff Meed|Joan Scheckel|Mel Rodriguez|Casandra Ashe|Alexandria Alaman|Alissa Anderegg|Brittany Baird|Cambria Baird|Brenae Bandy|Kristen Holaas|Maliah Hudson|Destry Jacobs|Lindsey Jordan|Shane Murphy|Annabelle Roberts|Sydni Stevenson-Love|Nicole Stoehr|Lauren Yee|Terry Bolo,"Crude humor and satire|Moving relationship stories|Relationship comedy|Touching and sentimental family stories|Quirky and endearing relationships|Emotional and touching family dramas|Funny jokes and crude humor|Gags, jokes, and slapstick humor"
